logit,score,category,is_tp,iou
-0.3943900401462964,0.40266093611717224,traffic sign,1,0.86795432278861
-0.42395706369685665,0.3955702483654022,car,1,0.8262044966283325
-0.4243807564555798,0.39546895027160645,car,1,0.9227817515308753
-0.5317193529678601,0.3701159656047821,traffic sign,1,0.9578917039506681
-0.5576894403041821,0.3640822470188141,traffic light,0,0.0
-0.6130849921580864,0.35135579109191895,car,0,0.0
-0.6266650651690574,0.3482671082019806,car,1,0.8819944243466119
-0.681338925010355,0.33596253395080566,truck,0,0.0
-0.6841352656968848,0.3353389799594879,car,0,0.48213844180773374
-0.7144630050541579,0.32861343026161194,car,0,0.47894501900686226
-0.7466191548125138,0.32155841588974,car,0,0.35254367752435783
-0.9355651984714101,0.28179702162742615,traffic light,0,0.0
-0.9414610283334147,0.2806053161621094,truck,0,0.0
-0.9451139180091699,0.2798685133457184,truck,0,0.0
-1.0483460928487403,0.2595428228378296,truck,0,0.0
-1.048484113972186,0.25951629877090454,motorcycle,0,0.0
-1.053860734991874,0.258484423160553,traffic sign,0,0.0
-1.0891884878739333,0.25177112221717834,rider,0,0.0
-1.093114438887377,0.2510322630405426,person,0,0.0
-1.0942558788639511,0.2508177161216736,person,0,0.0
0.6390761442460882,0.6545445919036865,traffic light,1,0.6452641556789391
0.6179815836238607,0.6497593522071838,traffic sign,1,0.8134357898913862
0.16720854088244783,0.5417050123214722,person,1,0.891849988852907
0.09029319112199986,0.5225579738616943,person,1,0.7530799604703603
0.0882308207063794,0.5220434069633484,traffic sign,1,0.8941072053246986
0.05892932478686441,0.5147280693054199,traffic light,1,0.7908527801935584
-0.08607942322248478,0.47849342226982117,traffic light,1,0.6015702504993177
-0.185566975791833,0.4537409245967865,car,1,0.8205141778436157
-0.21663184518946968,0.4460528492927551,traffic light,1,0.6704061246255318
-0.23210213963360996,0.4422335624694824,person,0,0.0
-0.4879416835915131,0.3803785741329193,motorcycle,0,0.0
-0.5423995701902741,0.3676295578479767,traffic sign,1,0.6233907009720789
-0.5780217998433412,0.35938790440559387,car,1,0.9107218208406779
-0.6197843104678702,0.3498305082321167,traffic light,0,0.0
-0.6421989656663113,0.3447496294975281,traffic sign,1,0.762625874216727
-0.660619245438569,0.34060052037239075,motorcycle,0,0.0
-0.68436659385881,0.3352874219417572,car,0,0.0
-0.7001345339053725,0.33178240060806274,car,0,0.0630814366149141
-0.7307367722024137,0.3250330686569214,person,0,0.4106253795534965
-0.8309753734381041,0.30343887209892273,truck,0,0.0
-0.8769779788285758,0.293804407119751,truck,0,0.0
-0.9664417709226509,0.27559030055999756,person,0,0.1441841007353803
-1.028705850506249,0.26333507895469666,truck,0,0.0
-0.027707799552498896,0.4930734932422638,car,1,0.9336238528539933
-0.33849012908485065,0.41617628931999207,car,1,0.6243841101278338
-0.5111596780414401,0.3749217092990875,traffic light,0,0.0
-0.8753281489672063,0.2941468358039856,car,1,0.6552787647279625
-0.9289371616239583,0.2831403911113739,traffic sign,0,0.0
0.0055031915315134705,0.5013757944107056,car,1,0.9488230490071151
-0.27577224302642467,0.43149057030677795,car,1,0.9236369985511135
-0.5557117859205638,0.3645402491092682,car,1,0.9286998775733797
-0.5807632479370147,0.35875698924064636,truck,1,0.8688730128193412
-0.6090245241460427,0.35228174924850464,traffic sign,0,0.0
-0.7194188610293483,0.3275209665298462,car,1,0.9666033187476495
-0.8036028534252662,0.30925536155700684,car,1,0.8676936778125395
-0.9540903229493206,0.27806296944618225,motorcycle,0,0.0
-1.0591347506678919,0.2574748396873474,person,0,0.0
1.0323098209291695,0.7373634576797485,person,1,0.8566959999835078
-0.09891926869393697,0.47529032826423645,bus,0,0.0
-0.3484067722068219,0.41376882791519165,car,1,0.9431591424250951
-0.36523191960974066,0.4096936583518982,car,1,0.9433200232744184
-0.4043010654384647,0.4002794027328491,car,1,0.8844358321235118
-0.43896635394772504,0.39198729395866394,traffic light,0,0.0
-0.4605137847567289,0.38686394691467285,person,1,0.8075938121843984
-0.5871480421605537,0.35728949308395386,traffic sign,0,0.0
-0.7037123849668809,0.33098965883255005,person,1,0.7609804548545096
-0.7288229649335917,0.3254530727863312,traffic light,0,0.0
-0.7496738850715106,0.3208923637866974,motorcycle,0,0.0
-0.757993801926307,0.31908199191093445,motorcycle,0,0.0
-0.7731078784482245,0.31580719351768494,car,0,0.0
-0.798972588206946,0.3102453351020813,traffic light,0,0.0
-0.8049401498008169,0.30896976590156555,person,0,0.0
-0.8559277261549386,0.2981908619403839,traffic light,0,0.0
-0.8641601222745304,0.29647091031074524,car,1,0.8509741932328165
-0.9563012259901288,0.2776193618774414,traffic sign,0,0.0
-0.9808568588278022,0.2727217972278595,car,1,0.8674892709708649
-1.0278914698704762,0.2634930908679962,traffic light,0,0.0
-1.066370541902138,0.25609391927719116,traffic light,0,0.0
0.2938676534467479,0.5729427337646484,traffic light,1,0.6441221450507979
-0.2536388258506019,0.43692806363105774,traffic light,1,0.6938086800446798
-0.3167377030036581,0.4214709997177124,car,1,0.8955639124102285
-0.41739702077692503,0.3971397876739502,car,1,0.8697639994334828
-0.47806086132809844,0.38271012902259827,car,1,0.6234570876635486
-0.5511951268891578,0.36558717489242554,person,0,0.0
-0.5564710395451522,0.3643643856048584,car,1,0.8742628419111358
-0.9051497568786074,0.2879933714866638,car,1,0.717995586944605
-0.9987815891637866,0.2691810429096222,car,1,0.8354596833122273
-1.0181950559057587,0.2653791308403015,car,0,0.38768482847702695
0.4582824419790512,0.6126066446304321,car,1,0.8925211712670034
0.07581095782632306,0.5189436674118042,traffic sign,1,0.8000235013566647
0.002915861288358059,0.500728964805603,person,1,0.6150144589447811
-0.1148367229007268,0.47132232785224915,person,1,0.8864193563192738
-0.47600559803624126,0.38319578766822815,traffic light,0,0.0
-0.48166627352283725,0.3818587362766266,car,1,0.5862837172692141
-0.49795213640178315,0.37802204489707947,car,1,0.9464257206887112
-0.7171228698903634,0.3280268609523773,car,1,0.8135809694735929
-0.8001849134109699,0.3099859654903412,person,0,0.0
-0.9590806746982272,0.2770622968673706,bus,0,0.0
-0.9916958184532204,0.27057725191116333,car,1,0.8399848381781088
-1.0327593846433838,0.262549489736557,truck,0,0.0
0.5792070834908882,0.6408849358558655,car,1,0.9695129285773911
0.4881001243593591,0.6196587681770325,traffic light,1,0.674215424187643
0.33320166820495345,0.5825381875038147,traffic sign,1,0.7979317328951088
0.30630308365247666,0.5759826302528381,car,1,0.7959513272846268
0.25386620298482004,0.563127875328064,car,1,0.8827905384456702
0.20511017494679684,0.5510985255241394,traffic light,1,0.7310084680438145
0.16536623944592382,0.5412476062774658,car,1,0.971021878986157
0.0443354735878201,0.5110820531845093,traffic light,1,0.834414400187434
-0.05223758439627532,0.4869435727596283,car,1,0.921528922939441
-0.45870377876074836,0.38729336857795715,person,0,0.0
-0.48625231687270304,0.3807768225669861,motorcycle,0,0.0
-0.6209523726629714,0.34956488013267517,person,0,0.0
-0.8665453132552988,0.29597365856170654,motorcycle,0,0.0
-0.9429783273675885,0.2802991271018982,car,0,0.0
-0.9764199350619017,0.2736027240753174,bus,0,0.0
-0.9984210631118741,0.2692519724369049,traffic sign,1,0.5202112303201077
-1.0438132332562498,0.26041489839553833,car,0,0.0
-1.0776140131671217,0.2539578080177307,motorcycle,0,0.0
-1.0904948623196238,0.2515251040458679,car,0,0.15315037262027903
-1.0956910918234126,0.2505481243133545,motorcycle,0,0.0
-0.6252843304388445,0.34858056902885437,traffic light,0,0.0
-0.6571531610672727,0.34137940406799316,car,0,0.0
-1.0740525869032593,0.2546331584453583,car,0,0.3933222129052543
0.4200737717121735,0.6035009026527405,traffic sign,1,0.8859151054860127
0.38812856952949437,0.595832109451294,traffic sign,1,0.9347968541714294
0.009445975920714934,0.5023614764213562,car,1,0.8812259824238486
-0.2309422051802048,0.4425196945667267,car,1,0.8950882089219738
-0.5084657843129232,0.3755532503128052,car,1,0.7945429128495894
-0.5283656391297572,0.37089815735816956,traffic light,0,0.0
-0.6667209591165562,0.3392314612865448,car,1,0.8737960715479182
-0.7355818178023227,0.3239710330963135,car,1,0.8635608570128688
-0.8044875165254969,0.30906641483306885,truck,0,0.0
-0.9309797348871413,0.282725989818573,traffic sign,0,0.0
-0.9709919994340154,0.27468281984329224,car,1,0.6307397863266907
-0.9730406266699981,0.2742748558521271,traffic light,0,0.0
-1.014494704191468,0.2661011517047882,motorcycle,0,0.0
-1.016207765065913,0.2657667398452759,car,1,0.6835977661619593
0.4961096892685264,0.6215446591377258,car,1,0.9705432098931684
-0.3836235810134062,0.40525323152542114,traffic light,0,0.47564689919804815
-0.5505516781193164,0.3657364249229431,traffic sign,1,0.8463227355405979
-0.5724798275581128,0.36066481471061707,traffic light,0,0.0
-0.6261853262569848,0.34837600588798523,car,1,0.6511016119100759
-0.7608339554394262,0.3184652328491211,traffic light,1,0.6569254777044556
-0.8360718602487034,0.30236274003982544,traffic sign,1,0.7814040497079363
-0.8754607831270808,0.29411929845809937,car,0,0.477865922193151
-0.9549478390699485,0.2778908610343933,car,0,0.0
-0.0109141956355202,0.49727147817611694,car,1,0.7026811349782127
-0.07037705770987354,0.48241299390792847,traffic light,1,0.7827314633987781
-0.22505199840727147,0.44397327303886414,traffic sign,1,0.8016339343055109
-0.3199575390172141,0.42068609595298767,car,1,0.8321702781711333
-0.45168602209214853,0.38895997405052185,person,0,0.0
-0.49090209323860723,0.3796810805797577,car,1,0.916883148234488
-0.715370480887618,0.3284132480621338,traffic light,0,0.0
-0.7666952094384414,0.3171944320201874,person,0,0.0
-0.7694285436439956,0.3166027367115021,truck,0,0.0
-0.7733049834220267,0.3157646059989929,truck,0,0.0
-0.8610489175626742,0.29712024331092834,traffic light,0,0.0
-1.000748270116227,0.26879432797431946,car,1,0.7493334460316488
-1.0240339514229841,0.26424238085746765,person,0,0.0
-1.0682940253391568,0.2557276487350464,person,0,0.0
-1.0960834712067102,0.2504744529724121,car,0,0.3767197747373287
0.33172979095790606,0.5821802020072937,person,1,0.7335966885753539
0.25857706364166766,0.564286470413208,traffic sign,1,0.9451192560506522
0.1175673493382659,0.5293580293655396,car,1,0.8885064265442307
0.06193829091523723,0.5154796242713928,person,0,0.0
-0.03560227654364863,0.49110037088394165,car,1,0.9598185707326414
-0.07806854350814775,0.4804927706718445,traffic light,0,0.0
-0.19329064652873823,0.4518272280693054,traffic sign,1,0.6925446350258186
-0.41696572613228344,0.39724305272102356,traffic light,0,0.0
-0.5127179073472675,0.37455660104751587,traffic sign,1,0.8516746720517516
-0.5181360770472143,0.37328818440437317,traffic light,0,0.0
-0.5983871096810707,0.3547127842903137,motorcycle,0,0.0
-0.6922386750746948,0.33353525400161743,traffic sign,1,0.9019162904890746
-0.7032211834835255,0.33109843730926514,traffic sign,1,0.716397085788927
-0.7096878996564966,0.3296678066253662,traffic sign,1,0.750697147056024
-0.7135057126060644,0.3288246691226959,car,1,0.8675434049125842
-0.804369869809139,0.3090915381908417,car,1,0.7827985983927355
-0.8477118063437463,0.29991307854652405,car,1,0.9391741792760294
-0.8616943105845812,0.2969854772090912,train,0,0.0
-0.8641322599009701,0.29647672176361084,car,1,0.8587829515694682
-1.0739104854499097,0.25466012954711914,bicycle,0,0.0
0.43325719180253214,0.6066511869430542,car,1,0.9828124923879022
0.3088830042177489,0.5766125917434692,traffic light,1,0.5657002093515814
0.24243892306628292,0.5603145956993103,car,1,0.964755397706737
0.2228602608547592,0.5554856061935425,traffic light,1,0.734469035103832
0.1978695954406706,0.5493066310882568,car,1,0.948756670372829
0.14622053525238668,0.5364901423454285,car,1,0.9374763007922372
0.11090833008664465,0.5276986956596375,person,1,0.7705374337741518
-0.2153453514699509,0.4463707506656647,person,1,0.7982658255056627
-0.2783694373433661,0.43085357546806335,traffic sign,1,0.7176137217249874
-0.33190671105533126,0.41777676343917847,person,1,0.5213937603901001
-0.38937406960928667,0.4038679897785187,person,0,0.0
-0.4338986789420374,0.3931957483291626,person,1,0.5087720259021402
-0.5744522791559545,0.360210120677948,car,0,0.0
-0.7692577505558696,0.3166396915912628,motorcycle,0,0.0
-0.8245517491586349,0.30479830503463745,car,1,0.9057727876113398
-0.9293778399324615,0.2830509543418884,person,0,0.0
-0.9965482015995226,0.2696206271648407,traffic light,0,0.0
-1.0052994399180957,0.2679007649421692,person,0,0.11618238928852469
-1.0538411436608213,0.25848817825317383,bicycle,0,0.0
-1.0609984181153347,0.25711870193481445,traffic sign,1,0.8324538423958175
-1.080061954657478,0.2534942924976349,traffic sign,0,0.0025722910492390607
0.2510700491843173,0.5624398589134216,traffic light,0,0.31069409373938667
-0.2474882891699555,0.43844181299209595,traffic light,1,0.5772080216491245
-0.5931920256880631,0.3559027910232544,traffic light,0,0.37176790463104736
-0.7878216994751861,0.3126365840435028,traffic light,0,0.43201255905617664
-0.904267420626136,0.2881743311882019,traffic light,0,0.0
-0.9278596827048847,0.2833591401576996,traffic light,1,0.6122362957780929
-1.002940006527944,0.2683637738227844,car,1,0.8480384034732179
-1.0329216266809214,0.2625180780887604,traffic sign,0,0.4469559241827126
-1.0448695854141306,0.2602114975452423,car,1,0.6948042855251179
0.6653708282398261,0.6604658365249634,car,1,0.8139668354423238
0.5848905619133586,0.6421919465065002,traffic sign,1,0.8356163881205836
0.48263011228405905,0.6183687448501587,truck,1,0.9382685440110569
-0.27573603904665406,0.4314994513988495,traffic light,0,0.0
-0.5765087582944199,0.3597363233566284,car,1,0.8766059768298492
-0.7978815128467641,0.3104788661003113,car,1,0.6898834377523144
-0.8967234701804743,0.28972429037094116,car,0,0.0
-0.9076135310530735,0.2874884307384491,car,1,0.7494114858240057
-0.9240603713889586,0.2841312885284424,car,1,0.9184519770137638
-0.9639859733552979,0.276080846786499,truck,0,0.0
-0.9803597203369744,0.2728204131126404,traffic light,0,0.0
-0.9949955731545809,0.2699264883995056,car,1,0.6338070458658982
-1.022162497013221,0.26460638642311096,truck,0,0.0
-1.0682703816644274,0.25573214888572693,car,0,0.04393932101732465
-1.0695888944808807,0.2554812729358673,car,1,0.6902639421155048
-1.0783125394816604,0.25382548570632935,person,0,0.0
-1.084114718817664,0.252728134393692,car,1,0.8297721570034222
-0.23350970981894761,0.44188639521598816,motorcycle,0,0.0
-0.5751488503089787,0.36004960536956787,traffic light,0,0.0
-0.5973395274042343,0.3549526035785675,traffic light,0,0.0
-0.7683510734502252,0.3168359100818634,traffic sign,0,0.38451654533353863
-0.940320986828232,0.28083550930023193,traffic sign,1,0.8221278880926759
0.6883469995330075,0.6655991077423096,truck,1,0.9468207919986374
0.19557974515311946,0.5487396717071533,car,1,0.9363473732717574
-0.040504508723529675,0.48987525701522827,person,0,0.0
-0.05287460168862307,0.486784428358078,person,0,0.0
-0.06229268412825067,0.4844318628311157,person,0,0.0
-0.0691009215692368,0.4827316403388977,person,0,0.0
-0.10515474365621434,0.473735511302948,person,0,0.0
-0.43349736449304627,0.39329150319099426,traffic sign,0,0.0
-0.5092974933843206,0.3753582239151001,traffic sign,0,0.0
-0.5488044683922166,0.36614182591438293,car,1,0.9394278217497286
-0.5627698447987708,0.362906813621521,traffic light,0,0.0
-0.6505045893511037,0.3428758382797241,car,1,0.8403820156769399
-0.7269746045230163,0.3258589804172516,car,1,0.9111251158735255
-0.7738145709572378,0.3156545162200928,traffic light,0,0.0
-0.825576277394903,0.30458125472068787,traffic light,0,0.0
-0.92548879836252,0.2838408350944519,bus,0,0.0
-0.9534786048981099,0.27818578481674194,traffic light,0,0.0
-0.9623878742314206,0.2764003574848175,car,1,0.6419067097467781
-0.9756064392805667,0.273764431476593,car,1,0.6885737704414934
-0.9875228245764938,0.27140164375305176,car,1,0.6275234531335973
-1.0925364350375406,0.2511409521102905,car,0,0.0994341882102788
0.4071450992530863,0.6004031300544739,truck,1,0.8984571137555096
0.12470933504374923,0.5311369895935059,car,1,0.8501331688777166
0.059808671663648554,0.5149477124214172,car,1,0.9552769117209233
-0.04537836407459504,0.4886573553085327,car,1,0.9133094985792024
-0.09383404761364265,0.4765586853027344,truck,1,0.8788221617244554
-0.10084297063568881,0.4748106002807617,car,1,0.7192994772393146
-0.5076961238642537,0.37573376297950745,car,1,0.7638827084412534
-0.5906289698814096,0.3564905524253845,car,1,0.7751776785811099
-0.7721636558116025,0.3160112500190735,car,0,0.0
-0.8446502041192901,0.3005563020706177,traffic light,0,0.0
-0.9713001677783469,0.2746214270591736,car,1,0.6228702526763129
-0.9793967119025604,0.2730115056037903,traffic light,0,0.0
-0.981378456676821,0.2726183533668518,traffic light,0,0.0
0.11027004330794896,0.5275396108627319,traffic light,1,0.726441147437593
0.09877742133319788,0.5246742963790894,car,1,0.9388084682102378
-0.04048077634934551,0.4898811876773834,traffic light,1,0.7987105182688141
-0.09251022052881415,0.4768889248371124,traffic light,1,0.8500425672194025
-0.22787041079345793,0.44327762722969055,traffic light,1,0.8280811356988568
-0.45523192364900816,0.38811755180358887,car,1,0.9853658059075271
-0.5147232226845043,0.3740869462490082,car,0,0.2988980078972059
-0.5442512758486584,0.367199182510376,person,0,0.0
-0.5832391086149907,0.35818761587142944,person,1,0.7399734436222208
-0.631830958599612,0.3470954895019531,traffic light,1,0.8481968985348807
-0.6517383912673027,0.3425979018211365,traffic light,1,0.7824920748940636
-0.6909710437088744,0.33381709456443787,motorcycle,0,0.0
-0.7667247942159825,0.317188024520874,traffic light,1,0.8607682646998562
-0.8166985718138748,0.30646491050720215,truck,0,0.0
-0.9326540721318701,0.28238657116889954,person,0,0.489650788638057
-0.9947183862029612,0.26998111605644226,person,0,0.0
-1.020610230011461,0.2649085521697998,traffic light,1,0.5830013232418599
-1.0303592315228127,0.26301446557044983,bus,0,0.0
-1.034499905925785,0.2622126340866089,traffic sign,0,0.0
-1.074274787490106,0.2545909881591797,bicycle,0,0.0
-1.0831790000424237,0.25290489196777344,person,0,0.0
0.1895506148037048,0.5472462773323059,car,1,0.9262950241624371
-0.10734219725294074,0.47319018840789795,car,1,0.9745586768483834
-0.14576787828894452,0.46362242102622986,traffic sign,1,0.928296988768099
-0.22741333286234158,0.443390429019928,car,1,0.685646942286829
-0.22784686194620313,0.44328343868255615,person,1,0.8685646223803273
-0.586945588088865,0.35733598470687866,traffic light,0,0.0
-0.6257401794234431,0.3484770655632019,car,0,0.0
-0.6690175414952538,0.33871686458587646,bicycle,1,0.8922355937689197
-0.7202810539730142,0.3273310959339142,person,0,0.0
-0.9507299260207046,0.2787380516529083,car,0,0.0
-1.0139565360967024,0.2662062644958496,traffic sign,1,0.9086645433007412
0.9432253496771887,0.719750702381134,traffic light,1,0.8807979917719627
0.7985965924149163,0.6896741986274719,traffic sign,1,0.8284911247109756
0.7502230216650921,0.6792272925376892,car,1,0.9143562689970147
0.5576033269132472,0.6358978152275085,traffic light,1,0.7556038002195453
0.2526069280754022,0.5628180503845215,traffic sign,1,0.846516888809624
0.11026669529120164,0.5275387763977051,traffic light,1,0.5103356748612526
-0.022197204241870938,0.4944509267807007,car,1,0.9501579588731826
-0.047101859358798966,0.4882267117500305,car,1,0.8349896915367946
-0.05401732315354015,0.48649895191192627,car,1,0.7146475678219644
-0.10749438885862549,0.4731522500514984,traffic light,1,0.8412046104088217
-0.11421910527639277,0.4714762270450592,car,1,0.6531507985032015
-0.2930813477699311,0.4272496700286865,traffic light,1,0.8613457115293388
-0.33338929327670336,0.41741618514060974,truck,0,0.0
-0.39690035546161656,0.4020572900772095,car,1,0.8773215502328905
-0.4329731969151524,0.3934165835380554,car,1,0.5362364323843551
-0.448377219083881,0.38974666595458984,traffic light,0,0.0
-0.9726531743765411,0.27435198426246643,car,1,0.5968340699470149
-0.9764769179797658,0.27359139919281006,car,0,0.0
-0.9864938505055482,0.27160516381263733,car,0,0.3878650718435799
-1.0035848887570795,0.2682371735572815,motorcycle,0,0.0
-1.019584325775193,0.2651083767414093,traffic light,0,0.3073914861295239
-1.0715463030030838,0.25510913133621216,traffic light,1,0.5394926191205173
-1.0897525540747022,0.2516648769378662,traffic sign,1,0.8474242790174399
0.43984037426716094,0.6082209944725037,person,1,0.8702393711090106
0.38604964366864003,0.5953313708305359,traffic light,1,0.7676754721695905
0.04956329951301904,0.512388288974762,traffic light,1,0.6608753194394377
-0.12872368760287212,0.46786344051361084,traffic sign,0,0.0
-0.25236263052965935,0.4372420608997345,traffic light,1,0.7708617646121063
-0.27293344665090413,0.4321870803833008,truck,0,0.0
-0.4068385382742242,0.39967042207717896,person,0,0.0
-0.46459351080588646,0.3858966827392578,traffic sign,1,0.7508477848525664
-0.4664917451426558,0.3854469358921051,traffic light,1,0.8807816566797119
-0.5638625627337854,0.3626542091369629,car,1,0.7335685833067361
-0.6932772258124341,0.33330443501472473,car,1,0.7479377810585122
-0.7031571314354024,0.3311126232147217,traffic light,0,0.0
-0.7205144085128178,0.3272797167301178,car,0,0.0
-0.8615859720833121,0.29700809717178345,person,0,0.0
-0.9194114034096601,0.285077840089798,bus,0,0.0
-1.0019196402429889,0.2685641646385193,truck,0,0.0
-1.0278933127013792,0.26349273324012756,car,1,0.8414535267265512
-1.0746755949853808,0.2545149326324463,person,0,0.0
-1.0971111328078305,0.25028157234191895,car,1,0.5350342935116099
0.46860579329377855,0.6150537133216858,traffic light,1,0.7441907161786404
0.11621448150317996,0.5290209650993347,car,1,0.8676638571019266
-0.33933553856941856,0.41597089171409607,car,1,0.9071073323340122
-0.3459894411542861,0.4143553078174591,car,1,0.9398202526008513
-0.4639823667155299,0.386041522026062,traffic sign,1,0.8137351664857697
-0.47387746809021697,0.3836989104747772,car,1,0.9139843632607985
-0.5200816869516907,0.37283313274383545,traffic sign,1,0.7018463036103273
-0.7439677441600181,0.32213711738586426,car,1,0.8731909254382939
-0.7678430583253708,0.316945880651474,car,1,0.8909467041445273
-0.9309578379444073,0.28273043036460876,car,1,0.8223621585679319
-0.9631841723353052,0.27624112367630005,traffic sign,0,0.0
-1.07664669902872,0.2541411221027374,car,1,0.8400700549103105
0.5656142257986246,0.6377505660057068,car,1,0.9676702342661798
0.3246236421161519,0.5804506540298462,car,1,0.9270977051060921
-0.0239423028943689,0.494014710187912,car,1,0.8490893385134927
-0.02840626501723854,0.4928989112377167,car,1,0.8897277132127346
-0.18782481031954376,0.45318135619163513,car,1,0.9770931122293792
-0.3281137316630567,0.4186996519565582,car,1,0.9525529543098717
-0.38665386003594027,0.4045230746269226,traffic sign,0,0.0
-0.45471279005377424,0.38824084401130676,car,1,0.8701953574780438
-0.491283618573146,0.3795912265777588,traffic sign,0,0.0
-0.6658199207026714,0.3394334614276886,car,0,0.4366249216631603
-0.845648576036166,0.3003464639186859,car,1,0.8915024855895911
-0.89282946314059,0.29052627086639404,car,1,0.6685575053535446
-0.9479813291672894,0.27929097414016724,traffic sign,0,0.0
-0.9605430067545864,0.2767694890499115,car,1,0.8381198122756486
0.3169992682101085,0.5785927772521973,car,1,0.9379950717702523
0.012164504325832942,0.5030410885810852,traffic sign,1,0.7702032171182639
-0.35538326164384193,0.4120776057243347,traffic sign,1,0.9073967762524265
-0.4525542060577488,0.38875365257263184,traffic sign,1,0.7944995894865959
-0.5352108500211177,0.369302362203598,traffic light,0,0.0
-0.716220659903008,0.3282257616519928,motorcycle,0,0.0
-0.8116363606003014,0.3075419068336487,car,0,0.4084372138974592
-0.906002472403029,0.2878185510635376,car,1,0.7679716362676082
-0.9225678107648305,0.284434974193573,traffic light,0,0.0
-0.9476129896456709,0.2793651223182678,car,1,0.8125362722217826
-1.0487327301901368,0.25946852564811707,traffic sign,1,0.6419384198624704
-1.0519823651535862,0.25884461402893066,bus,0,0.0
-1.0607637683617126,0.25716352462768555,car,0,0.0
0.0018732553237851676,0.5004683136940002,truck,0,0.0
-0.10942791692747555,0.4726702868938446,traffic light,0,0.0
-0.14805888176216944,0.46305274963378906,traffic light,0,0.0
-0.29124028734857554,0.4277002513408661,car,1,0.9365704342760228
-0.7705122272370093,0.31636831164360046,traffic light,0,0.0
-0.9720388989321445,0.27447429299354553,traffic light,0,0.0
0.5330678710077132,0.6301983594894409,car,1,0.9158365364030853
-0.023430704078641795,0.4941425919532776,traffic light,0,0.4198728646774505
-0.026102236649577143,0.4934748113155365,traffic light,1,0.6020756903535847
-0.061220447732784004,0.48469966650009155,traffic light,0,0.4383754976816946
-0.1197434078257616,0.47009986639022827,traffic sign,1,0.8088845076207092
-0.161523127469706,0.45970678329467773,truck,0,0.0
-0.44885852910063045,0.3896321952342987,person,1,0.7538250141220646
-0.616115433785289,0.35066545009613037,traffic light,0,0.4092005349498913
-0.6474112060623676,0.3435731530189514,traffic sign,1,0.6166785990789417
-0.6703124212215735,0.3384268879890442,car,1,0.8890986726542853
-0.6885819974284875,0.3343485891819,person,0,0.06174566089472875
-0.7367646927731677,0.323712021112442,motorcycle,0,0.0
-0.7697774631048245,0.31652724742889404,traffic light,1,0.7005674993204649
-0.8448225972736412,0.30052006244659424,car,0,0.0
-0.8940186959885585,0.2902812063694,person,0,0.2350161479184546
-0.948868669302259,0.27911239862442017,car,0,0.0
-0.9596613258553441,0.2769460082054138,person,0,0.0
-1.0708621646836765,0.2552391588687897,traffic light,1,0.7691633133088888
0.36483538243212077,0.5902104377746582,car,1,0.9636971132512515
0.17193106855655085,0.542877197265625,car,1,0.978339601187977
0.1532123392526025,0.5382283329963684,traffic light,0,0.0
0.07769724012743238,0.5194145441055298,car,1,0.9701062748132063
-0.06720353063152563,0.4832054376602173,car,1,0.9604236447964017
-0.23738985004676785,0.44092968106269836,car,1,0.9439071861130711
